tweet_id,user_id,text,user_screen_name,username,date,retweets,likes,replies
1091923485981585409,3033261874,"teste, ""teste"", 'teste' |teste |, |' |""",BeraNoOld,Bera No Old,1549169820000,0,0,0
565957333583659008,3033261874,Essas beras não serão de graça seus folgados,BeraNoOld,Bera No Old,1423769717000,3,5,0
